camera,path,label,split,Latitude,Longitude,Month,Hour,category,prediction
9291,/gpfs/scratch/hc4549/weather/9291/20141007_201526.jpg,45,test,45.4637,9.18814,10,18,Many,40.348476
9112,/gpfs/scratch/hc4549/weather/9112/20131009_005004.jpg,45,test,51.1982158268,6.69254670304,10,0,Many,40.1007
11331,/gpfs/scratch/hc4549/weather/11331/20140908_231122.jpg,45,test,49.8913166228,10.8876793889,9,1,Many,42.889843
9112,/gpfs/scratch/hc4549/weather/9112/20130907_211917.jpg,45,test,51.1982158268,6.69254670304,9,21,Many,46.350765
9291,/gpfs/scratch/hc4549/weather/9291/20140531_034521.jpg,45,test,45.4637,9.18814,5,6,Many,35.354477
11331,/gpfs/scratch/hc4549/weather/11331/20141012_201127.jpg,45,test,49.8913166228,10.8876793889,10,22,Many,39.64029
9112,/gpfs/scratch/hc4549/weather/9112/20131023_011917.jpg,45,test,51.1982158268,6.69254670304,10,1,Many,39.82542
11331,/gpfs/scratch/hc4549/weather/11331/20140620_084136.jpg,45,test,49.8913166228,10.8876793889,6,11,Many,48.020786
75,/gpfs/scratch/hc4549/weather/75/20130210_221307.jpg,45,test,33.2648176,-116.3834183,2,11,Many,42.594078
9291,/gpfs/scratch/hc4549/weather/9291/20141007_084532.jpg,45,test,45.4637,9.18814,10,11,Many,39.520332
9112,/gpfs/scratch/hc4549/weather/9112/20130923_041916.jpg,45,test,51.1982158268,6.69254670304,9,4,Many,42.61564
11331,/gpfs/scratch/hc4549/weather/11331/20140831_084132.jpg,45,test,49.8913166228,10.8876793889,8,11,Many,48.763546
11331,/gpfs/scratch/hc4549/weather/11331/20140508_104126.jpg,45,test,49.8913166228,10.8876793889,5,13,Many,45.844776
11331,/gpfs/scratch/hc4549/weather/11331/20140813_194120.jpg,45,test,49.8913166228,10.8876793889,8,22,Many,47.853977
75,/gpfs/scratch/hc4549/weather/75/20130305_191303.jpg,46,test,33.2648176,-116.3834183,3,8,Many,42.091858
11331,/gpfs/scratch/hc4549/weather/11331/20140820_111136.jpg,46,test,49.8913166228,10.8876793889,8,13,Many,50.421772
11331,/gpfs/scratch/hc4549/weather/11331/20140826_131130.jpg,46,test,49.8913166228,10.8876793889,8,15,Many,50.80133
9291,/gpfs/scratch/hc4549/weather/9291/20140309_134526.jpg,46,test,45.4637,9.18814,3,16,Many,32.443123
9112,/gpfs/scratch/hc4549/weather/9112/20130908_171921.jpg,46,test,51.1982158268,6.69254670304,9,17,Many,47.937927
11331,/gpfs/scratch/hc4549/weather/11331/20140407_074119.jpg,46,test,49.8913166228,10.8876793889,4,10,Many,40.35899
9112,/gpfs/scratch/hc4549/weather/9112/20130920_191921.jpg,46,test,51.1982158268,6.69254670304,9,19,Many,47.32411
11331,/gpfs/scratch/hc4549/weather/11331/20140310_121121.jpg,46,test,49.8913166228,10.8876793889,3,14,Many,38.43623
75,/gpfs/scratch/hc4549/weather/75/20131124_184300.jpg,46,test,33.2648176,-116.3834183,11,9,Many,43.31583
9291,/gpfs/scratch/hc4549/weather/9291/20140914_091547.jpg,46,test,45.4637,9.18814,9,7,Many,40.464195
858,/gpfs/scratch/hc4549/weather/858/20140615_220255.jpg,46,test,64.856,-147.849,6,8,Many,44.288948
11331,/gpfs/scratch/hc4549/weather/11331/20140713_021124.jpg,46,test,49.8913166228,10.8876793889,7,4,Many,45.262814
11331,/gpfs/scratch/hc4549/weather/11331/20140413_141137.jpg,46,test,49.8913166228,10.8876793889,4,16,Many,44.169353
9291,/gpfs/scratch/hc4549/weather/9291/20140319_111520.jpg,46,test,45.4637,9.18814,3,9,Many,30.10663
75,/gpfs/scratch/hc4549/weather/75/20130131_184258.jpg,46,test,33.2648176,-116.3834183,1,9,Many,37.04904
11331,/gpfs/scratch/hc4549/weather/11331/20140419_131123.jpg,46,test,49.8913166228,10.8876793889,4,15,Many,43.899323
11331,/gpfs/scratch/hc4549/weather/11331/20140924_104132.jpg,46,test,49.8913166228,10.8876793889,9,13,Many,46.31246
75,/gpfs/scratch/hc4549/weather/75/20130116_231303.jpg,46,test,33.2648176,-116.3834183,1,12,Many,40.51689
11331,/gpfs/scratch/hc4549/weather/11331/20141011_164128.jpg,46,test,49.8913166228,10.8876793889,10,19,Many,40.88351
9291,/gpfs/scratch/hc4549/weather/9291/20140407_194531.jpg,46,test,45.4637,9.18814,4,22,Many,34.51604
9291,/gpfs/scratch/hc4549/weather/9291/20140520_231522.jpg,46,test,45.4637,9.18814,5,0,Many,38.214382
9112,/gpfs/scratch/hc4549/weather/9112/20130913_231928.jpg,46,test,51.1982158268,6.69254670304,9,23,Many,45.105316
11331,/gpfs/scratch/hc4549/weather/11331/20140909_174121.jpg,46,test,49.8913166228,10.8876793889,9,20,Many,45.18926
11331,/gpfs/scratch/hc4549/weather/11331/20140723_021126.jpg,46,test,49.8913166228,10.8876793889,7,4,Many,45.262814
11331,/gpfs/scratch/hc4549/weather/11331/20140711_201127.jpg,46,test,49.8913166228,10.8876793889,7,22,Many,48.614147
11331,/gpfs/scratch/hc4549/weather/11331/20140714_051131.jpg,46,test,49.8913166228,10.8876793889,7,7,Many,45.804745
75,/gpfs/scratch/hc4549/weather/75/20140405_164257.jpg,46,test,33.2648176,-116.3834183,4,7,Many,45.61794
9291,/gpfs/scratch/hc4549/weather/9291/20140603_001527.jpg,46,test,45.4637,9.18814,6,2,Many,41.317467
75,/gpfs/scratch/hc4549/weather/75/20130110_001258.jpg,46,test,33.2648176,-116.3834183,1,13,Many,41.03115
11331,/gpfs/scratch/hc4549/weather/11331/20140920_224124.jpg,46,test,49.8913166228,10.8876793889,9,22,Many,44.095367
858,/gpfs/scratch/hc4549/weather/858/20140527_080257.jpg,46,test,64.856,-147.849,5,18,Many,44.347164
858,/gpfs/scratch/hc4549/weather/858/20140530_130257.jpg,46,test,64.856,-147.849,5,0,Many,39.669853
9291,/gpfs/scratch/hc4549/weather/9291/20140403_134530.jpg,46,test,45.4637,9.18814,4,16,Many,38.495285
9112,/gpfs/scratch/hc4549/weather/9112/20131024_174916.jpg,46,test,51.1982158268,6.69254670304,10,17,Many,43.240715
9112,/gpfs/scratch/hc4549/weather/9112/20131026_091916.jpg,46,test,51.1982158268,6.69254670304,10,9,Many,41.12794
11331,/gpfs/scratch/hc4549/weather/11331/20141006_161130.jpg,46,test,49.8913166228,10.8876793889,10,18,Many,41.39227
11331,/gpfs/scratch/hc4549/weather/11331/20140629_191127.jpg,46,test,49.8913166228,10.8876793889,6,21,Many,47.59479
9291,/gpfs/scratch/hc4549/weather/9291/20140508_214533.jpg,46,test,45.4637,9.18814,5,22,Many,37.385864
11331,/gpfs/scratch/hc4549/weather/11331/20140419_154126.jpg,46,test,49.8913166228,10.8876793889,4,18,Many,42.63959
9291,/gpfs/scratch/hc4549/weather/9291/20140901_071536.jpg,46,test,45.4637,9.18814,9,5,Many,40.223873
9291,/gpfs/scratch/hc4549/weather/9291/20140730_234531.jpg,46,test,45.4637,9.18814,7,2,Many,44.519344
11331,/gpfs/scratch/hc4549/weather/11331/20140422_101127.jpg,46,test,49.8913166228,10.8876793889,4,12,Many,42.463734
11331,/gpfs/scratch/hc4549/weather/11331/20140626_201126.jpg,46,test,49.8913166228,10.8876793889,6,22,Many,46.703182
858,/gpfs/scratch/hc4549/weather/858/20140623_093259.jpg,46,test,64.856,-147.849,6,21,Many,45.254684
9291,/gpfs/scratch/hc4549/weather/9291/20140309_171525.jpg,46,test,45.4637,9.18814,3,15,Many,32.725304
9112,/gpfs/scratch/hc4549/weather/9112/20131023_061922.jpg,46,test,51.1982158268,6.69254670304,10,6,Many,39.09327
9291,/gpfs/scratch/hc4549/weather/9291/20140427_111526.jpg,46,test,45.4637,9.18814,4,9,Many,34.851578
9291,/gpfs/scratch/hc4549/weather/9291/20141008_064600.jpg,46,test,45.4637,9.18814,10,9,Many,38.032837
9291,/gpfs/scratch/hc4549/weather/9291/20140528_091521.jpg,46,test,45.4637,9.18814,5,7,Many,35.90742
75,/gpfs/scratch/hc4549/weather/75/20131229_041255.jpg,46,test,33.2648176,-116.3834183,12,17,Many,40.24644
75,/gpfs/scratch/hc4549/weather/75/20131126_191303.jpg,46,test,33.2648176,-116.3834183,11,8,Many,39.88994
11331,/gpfs/scratch/hc4549/weather/11331/20140613_091120.jpg,46,test,49.8913166228,10.8876793889,6,7,Many,43.420902
9291,/gpfs/scratch/hc4549/weather/9291/20140913_001530.jpg,46,test,45.4637,9.18814,9,2,Many,41.439583
75,/gpfs/scratch/hc4549/weather/75/20130218_014305.jpg,46,test,33.2648176,-116.3834183,2,17,Many,43.312443
75,/gpfs/scratch/hc4549/weather/75/20130616_161258.jpg,46,test,33.2648176,-116.3834183,6,5,Many,52.94981
11331,/gpfs/scratch/hc4549/weather/11331/20140903_191125.jpg,46,test,49.8913166228,10.8876793889,9,21,Many,44.61058
9291,/gpfs/scratch/hc4549/weather/9291/20141002_071526.jpg,46,test,45.4637,9.18814,10,5,Many,36.850475
9112,/gpfs/scratch/hc4549/weather/9112/20130825_231920.jpg,46,test,51.1982158268,6.69254670304,8,23,Many,48.637478
9112,/gpfs/scratch/hc4549/weather/9112/20131003_184921.jpg,46,test,51.1982158268,6.69254670304,10,18,Many,43.02498
75,/gpfs/scratch/hc4549/weather/75/20130126_194303.jpg,46,test,33.2648176,-116.3834183,1,10,Many,38.692444
11331,/gpfs/scratch/hc4549/weather/11331/20140805_061116.jpg,46,test,49.8913166228,10.8876793889,8,8,Many,45.561428
9112,/gpfs/scratch/hc4549/weather/9112/20130903_041920.jpg,46,test,51.1982158268,6.69254670304,9,4,Many,42.61564
9291,/gpfs/scratch/hc4549/weather/9291/20141008_211528.jpg,46,test,45.4637,9.18814,10,19,Many,39.837727
11331,/gpfs/scratch/hc4549/weather/11331/20140903_094124.jpg,46,test,49.8913166228,10.8876793889,9,12,Many,45.933243
11331,/gpfs/scratch/hc4549/weather/11331/20140628_194131.jpg,46,test,49.8913166228,10.8876793889,6,22,Many,46.703182
9112,/gpfs/scratch/hc4549/weather/9112/20130923_231917.jpg,46,test,51.1982158268,6.69254670304,9,23,Many,45.105316
9291,/gpfs/scratch/hc4549/weather/9291/20140928_004523.jpg,46,test,45.4637,9.18814,9,3,Many,40.989746
11331,/gpfs/scratch/hc4549/weather/11331/20140517_154132.jpg,46,test,49.8913166228,10.8876793889,5,18,Many,45.58312
75,/gpfs/scratch/hc4549/weather/75/20130214_191258.jpg,46,test,33.2648176,-116.3834183,2,8,Many,37.231743
75,/gpfs/scratch/hc4549/weather/75/20131028_144259.jpg,46,test,33.2648176,-116.3834183,10,5,Many,41.628147
75,/gpfs/scratch/hc4549/weather/75/20140204_211252.jpg,46,test,33.2648176,-116.3834183,2,10,Many,41.058025
75,/gpfs/scratch/hc4549/weather/75/20140515_104301.jpg,46,test,33.2648176,-116.3834183,5,1,Many,46.53017
75,/gpfs/scratch/hc4549/weather/75/20130211_211306.jpg,46,test,33.2648176,-116.3834183,2,10,Many,41.058025
858,/gpfs/scratch/hc4549/weather/858/20140527_063256.jpg,46,test,64.856,-147.849,5,18,Many,44.347164
11331,/gpfs/scratch/hc4549/weather/11331/20140729_034127.jpg,46,test,49.8913166228,10.8876793889,7,6,Many,45.25664
11331,/gpfs/scratch/hc4549/weather/11331/20140628_044124.jpg,46,test,49.8913166228,10.8876793889,6,7,Many,43.420902
9112,/gpfs/scratch/hc4549/weather/9112/20130926_154928.jpg,46,test,51.1982158268,6.69254670304,9,15,Many,48.010277
9291,/gpfs/scratch/hc4549/weather/9291/20140521_051526.jpg,46,test,45.4637,9.18814,5,3,Many,35.914856
11331,/gpfs/scratch/hc4549/weather/11331/20140519_081128.jpg,46,test,49.8913166228,10.8876793889,5,10,Many,43.343563
9291,/gpfs/scratch/hc4549/weather/9291/20140926_204525.jpg,46,test,45.4637,9.18814,9,23,Many,42.29385
75,/gpfs/scratch/hc4549/weather/75/20130210_001301.jpg,46,test,33.2648176,-116.3834183,2,13,Many,43.894
11331,/gpfs/scratch/hc4549/weather/11331/20140420_101119.jpg,46,test,49.8913166228,10.8876793889,4,12,Many,42.463734
9291,/gpfs/scratch/hc4549/weather/9291/20141005_221522.jpg,46,test,45.4637,9.18814,10,20,Many,39.403656
858,/gpfs/scratch/hc4549/weather/858/20140603_023304.jpg,46,test,64.856,-147.849,6,14,Many,46.92299
75,/gpfs/scratch/hc4549/weather/75/20131122_144301.jpg,46,test,33.2648176,-116.3834183,11,5,Many,35.783485
11331,/gpfs/scratch/hc4549/weather/11331/20141003_084128.jpg,46,test,49.8913166228,10.8876793889,10,11,Many,41.04786
9291,/gpfs/scratch/hc4549/weather/9291/20140603_044526.jpg,46,test,45.4637,9.18814,6,7,Many,40.805843
858,/gpfs/scratch/hc4549/weather/858/20140604_223301.jpg,46,test,64.856,-147.849,6,10,Many,45.6185
75,/gpfs/scratch/hc4549/weather/75/20130128_011306.jpg,46,test,33.2648176,-116.3834183,1,14,Many,41.324963
9291,/gpfs/scratch/hc4549/weather/9291/20141003_041536.jpg,46,test,45.4637,9.18814,10,2,Many,38.00669
9112,/gpfs/scratch/hc4549/weather/9112/20131022_041919.jpg,46,test,51.1982158268,6.69254670304,10,4,Many,39.17271
858,/gpfs/scratch/hc4549/weather/858/20140620_080301.jpg,46,test,64.856,-147.849,6,18,Many,46.465416
9291,/gpfs/scratch/hc4549/weather/9291/20140321_154517.jpg,46,test,45.4637,9.18814,3,18,Many,31.223198
9291,/gpfs/scratch/hc4549/weather/9291/20140924_064526.jpg,46,test,45.4637,9.18814,9,9,Many,42.19356
9291,/gpfs/scratch/hc4549/weather/9291/20140928_051535.jpg,46,test,45.4637,9.18814,9,3,Many,40.989746
11331,/gpfs/scratch/hc4549/weather/11331/20140526_181125.jpg,46,test,49.8913166228,10.8876793889,5,20,Many,42.944817
75,/gpfs/scratch/hc4549/weather/75/20140414_141256.jpg,46,test,33.2648176,-116.3834183,4,3,Many,42.488335
9291,/gpfs/scratch/hc4549/weather/9291/20140912_021534.jpg,46,test,45.4637,9.18814,9,0,Many,42.85697
9112,/gpfs/scratch/hc4549/weather/9112/20131001_131924.jpg,46,test,51.1982158268,6.69254670304,10,13,Many,43.42342
75,/gpfs/scratch/hc4549/weather/75/20130128_221301.jpg,46,test,33.2648176,-116.3834183,1,11,Many,40.109055
11331,/gpfs/scratch/hc4549/weather/11331/20140404_184129.jpg,46,test,49.8913166228,10.8876793889,4,21,Many,39.77115
9291,/gpfs/scratch/hc4549/weather/9291/20140922_054538.jpg,46,test,45.4637,9.18814,9,8,Many,41.15429
75,/gpfs/scratch/hc4549/weather/75/20130513_151258.jpg,46,test,33.2648176,-116.3834183,5,4,Many,47.36353
75,/gpfs/scratch/hc4549/weather/75/20130924_154303.jpg,46,test,33.2648176,-116.3834183,9,6,Many,48.99721
11331,/gpfs/scratch/hc4549/weather/11331/20140629_234136.jpg,46,test,49.8913166228,10.8876793889,6,2,Many,43.181847
11331,/gpfs/scratch/hc4549/weather/11331/20140603_201121.jpg,46,test,49.8913166228,10.8876793889,6,22,Many,46.703182
75,/gpfs/scratch/hc4549/weather/75/20141002_161303.jpg,46,test,33.2648176,-116.3834183,10,7,Many,43.782745
75,/gpfs/scratch/hc4549/weather/75/20140121_184259.jpg,46,test,33.2648176,-116.3834183,1,9,Many,37.04904
11331,/gpfs/scratch/hc4549/weather/11331/20140913_221124.jpg,46,test,49.8913166228,10.8876793889,9,20,Many,45.18926
11331,/gpfs/scratch/hc4549/weather/11331/20140921_154120.jpg,46,test,49.8913166228,10.8876793889,9,18,Many,46.53788
11331,/gpfs/scratch/hc4549/weather/11331/20140920_004120.jpg,46,test,49.8913166228,10.8876793889,9,3,Many,41.992954
75,/gpfs/scratch/hc4549/weather/75/20140512_171256.jpg,46,test,33.2648176,-116.3834183,5,5,Many,47.853287
75,/gpfs/scratch/hc4549/weather/75/20140516_131258.jpg,46,test,33.2648176,-116.3834183,5,2,Many,46.822247
9291,/gpfs/scratch/hc4549/weather/9291/20140730_021523.jpg,46,test,45.4637,9.18814,7,0,Many,45.83065
11331,/gpfs/scratch/hc4549/weather/11331/20140330_101127.jpg,46,test,49.8913166228,10.8876793889,3,12,Many,37.342216
11331,/gpfs/scratch/hc4549/weather/11331/20140708_034134.jpg,46,test,49.8913166228,10.8876793889,7,6,Many,45.25664
11331,/gpfs/scratch/hc4549/weather/11331/20140921_081134.jpg,46,test,49.8913166228,10.8876793889,9,10,Many,44.62437
9291,/gpfs/scratch/hc4549/weather/9291/20140529_101535.jpg,46,test,45.4637,9.18814,5,8,Many,36.86184
75,/gpfs/scratch/hc4549/weather/75/20131203_184302.jpg,46,test,33.2648176,-116.3834183,12,9,Many,38.115643
9112,/gpfs/scratch/hc4549/weather/9112/20130912_141921.jpg,46,test,51.1982158268,6.69254670304,9,14,Many,47.987614
858,/gpfs/scratch/hc4549/weather/858/20140621_143305.jpg,46,test,64.856,-147.849,6,2,Many,41.550083
11331,/gpfs/scratch/hc4549/weather/11331/20140605_221121.jpg,46,test,49.8913166228,10.8876793889,6,20,Many,48.443718
11331,/gpfs/scratch/hc4549/weather/11331/20140329_154121.jpg,46,test,49.8913166228,10.8876793889,3,18,Many,36.77565
75,/gpfs/scratch/hc4549/weather/75/20140406_161254.jpg,46,test,33.2648176,-116.3834183,4,5,Many,42.84953
11331,/gpfs/scratch/hc4549/weather/11331/20140523_064125.jpg,46,test,49.8913166228,10.8876793889,5,9,Many,42.084236
11331,/gpfs/scratch/hc4549/weather/11331/20140629_034125.jpg,46,test,49.8913166228,10.8876793889,6,6,Many,42.662342
9112,/gpfs/scratch/hc4549/weather/9112/20131004_211918.jpg,46,test,51.1982158268,6.69254670304,10,21,Many,41.846397
11331,/gpfs/scratch/hc4549/weather/11331/20140516_134125.jpg,46,test,49.8913166228,10.8876793889,5,16,Many,46.494045
9112,/gpfs/scratch/hc4549/weather/9112/20131028_064923.jpg,46,test,51.1982158268,6.69254670304,10,6,Many,39.09327
9112,/gpfs/scratch/hc4549/weather/9112/20130907_201924.jpg,46,test,51.1982158268,6.69254670304,9,20,Many,46.78999
858,/gpfs/scratch/hc4549/weather/858/20140608_200254.jpg,46,test,64.856,-147.849,6,6,Many,42.93185
75,/gpfs/scratch/hc4549/weather/75/20141020_134343.jpg,46,test,33.2648176,-116.3834183,10,4,Many,41.219784
9291,/gpfs/scratch/hc4549/weather/9291/20140406_074526.jpg,46,test,45.4637,9.18814,4,10,Many,35.801563
75,/gpfs/scratch/hc4549/weather/75/20130924_151300.jpg,46,test,33.2648176,-116.3834183,9,4,Many,48.35935
11331,/gpfs/scratch/hc4549/weather/11331/20141004_154130.jpg,46,test,49.8913166228,10.8876793889,10,18,Many,41.39227
11331,/gpfs/scratch/hc4549/weather/11331/20140406_111127.jpg,46,test,49.8913166228,10.8876793889,4,13,Many,43.137493
9291,/gpfs/scratch/hc4549/weather/9291/20140711_024529.jpg,46,test,45.4637,9.18814,7,5,Many,43.380325
75,/gpfs/scratch/hc4549/weather/75/20130104_004256.jpg,46,test,33.2648176,-116.3834183,1,15,Many,41.328754
11331,/gpfs/scratch/hc4549/weather/11331/20141007_104129.jpg,46,test,49.8913166228,10.8876793889,10,13,Many,41.85623
9112,/gpfs/scratch/hc4549/weather/9112/20130825_054918.jpg,46,test,51.1982158268,6.69254670304,8,5,Many,45.2505
9291,/gpfs/scratch/hc4549/weather/9291/20140426_054526.jpg,46,test,45.4637,9.18814,4,8,Many,33.90044
11331,/gpfs/scratch/hc4549/weather/11331/20140910_164120.jpg,46,test,49.8913166228,10.8876793889,9,19,Many,45.7789
9112,/gpfs/scratch/hc4549/weather/9112/20131002_151915.jpg,46,test,51.1982158268,6.69254670304,10,15,Many,43.361263
11331,/gpfs/scratch/hc4549/weather/11331/20140508_114119.jpg,46,test,49.8913166228,10.8876793889,5,14,Many,46.02655
75,/gpfs/scratch/hc4549/weather/75/20140126_191322.jpg,46,test,33.2648176,-116.3834183,1,8,Many,35.463104
9291,/gpfs/scratch/hc4549/weather/9291/20140617_024527.jpg,46,test,45.4637,9.18814,6,5,Many,39.940197
9112,/gpfs/scratch/hc4549/weather/9112/20131017_164925.jpg,46,test,51.1982158268,6.69254670304,10,16,Many,43.371494
858,/gpfs/scratch/hc4549/weather/858/20140529_213254.jpg,46,test,64.856,-147.849,5,9,Many,43.216366
11331,/gpfs/scratch/hc4549/weather/11331/20140820_181123.jpg,46,test,49.8913166228,10.8876793889,8,20,Many,49.32141
11331,/gpfs/scratch/hc4549/weather/11331/20140909_004135.jpg,46,test,49.8913166228,10.8876793889,9,3,Many,41.992954
11331,/gpfs/scratch/hc4549/weather/11331/20140313_131128.jpg,47,test,49.8913166228,10.8876793889,3,15,Many,38.717342
9112,/gpfs/scratch/hc4549/weather/9112/20131028_151921.jpg,47,test,51.1982158268,6.69254670304,10,15,Many,43.361263
75,/gpfs/scratch/hc4549/weather/75/20130303_191254.jpg,47,test,33.2648176,-116.3834183,3,8,Many,42.091858
11331,/gpfs/scratch/hc4549/weather/11331/20140629_144120.jpg,47,test,49.8913166228,10.8876793889,6,17,Many,51.286926
75,/gpfs/scratch/hc4549/weather/75/20130206_191301.jpg,47,test,33.2648176,-116.3834183,2,8,Many,37.231743
11331,/gpfs/scratch/hc4549/weather/11331/20140609_034129.jpg,47,test,49.8913166228,10.8876793889,6,6,Many,42.662342
75,/gpfs/scratch/hc4549/weather/75/20141013_161315.jpg,47,test,33.2648176,-116.3834183,10,5,Many,41.628147
11331,/gpfs/scratch/hc4549/weather/11331/20140905_224126.jpg,47,test,49.8913166228,10.8876793889,9,22,Many,44.095367
11331,/gpfs/scratch/hc4549/weather/11331/20140612_004124.jpg,47,test,49.8913166228,10.8876793889,6,3,Many,42.801006
9291,/gpfs/scratch/hc4549/weather/9291/20140617_101523.jpg,47,test,45.4637,9.18814,6,8,Many,41.893906
11331,/gpfs/scratch/hc4549/weather/11331/20140618_081119.jpg,47,test,49.8913166228,10.8876793889,6,10,Many,47.015343
75,/gpfs/scratch/hc4549/weather/75/20140201_201303.jpg,47,test,33.2648176,-116.3834183,2,9,Many,39.265926
9291,/gpfs/scratch/hc4549/weather/9291/20140425_231518.jpg,47,test,45.4637,9.18814,4,0,Many,35.174725
11331,/gpfs/scratch/hc4549/weather/11331/20140728_011124.jpg,47,test,49.8913166228,10.8876793889,7,3,Many,45.662712
11331,/gpfs/scratch/hc4549/weather/11331/20140919_064128.jpg,47,test,49.8913166228,10.8876793889,9,9,Many,43.236652
9291,/gpfs/scratch/hc4549/weather/9291/20141009_051523.jpg,47,test,45.4637,9.18814,10,3,Many,37.597782
858,/gpfs/scratch/hc4549/weather/858/20140607_230256.jpg,47,test,64.856,-147.849,6,9,Many,45.006523
75,/gpfs/scratch/hc4549/weather/75/20131202_184259.jpg,47,test,33.2648176,-116.3834183,12,9,Many,38.115643
11331,/gpfs/scratch/hc4549/weather/11331/20141011_171124.jpg,47,test,49.8913166228,10.8876793889,10,19,Many,40.88351
11331,/gpfs/scratch/hc4549/weather/11331/20140613_204126.jpg,47,test,49.8913166228,10.8876793889,6,23,Many,45.40247
9291,/gpfs/scratch/hc4549/weather/9291/20140911_204528.jpg,47,test,45.4637,9.18814,9,23,Many,42.29385
11331,/gpfs/scratch/hc4549/weather/11331/20140702_064129.jpg,47,test,49.8913166228,10.8876793889,7,9,Many,47.761612
11331,/gpfs/scratch/hc4549/weather/11331/20140725_224118.jpg,47,test,49.8913166228,10.8876793889,7,22,Many,48.614147
11331,/gpfs/scratch/hc4549/weather/11331/20140926_131129.jpg,47,test,49.8913166228,10.8876793889,9,15,Many,46.6689
9291,/gpfs/scratch/hc4549/weather/9291/20140524_044530.jpg,47,test,45.4637,9.18814,5,7,Many,35.90742
75,/gpfs/scratch/hc4549/weather/75/20130220_001302.jpg,47,test,33.2648176,-116.3834183,2,13,Many,43.894
858,/gpfs/scratch/hc4549/weather/858/20140603_080305.jpg,47,test,64.856,-147.849,6,18,Many,46.465416
9291,/gpfs/scratch/hc4549/weather/9291/20140617_084523.jpg,47,test,45.4637,9.18814,6,11,Many,45.32087
9291,/gpfs/scratch/hc4549/weather/9291/20140824_231529.jpg,47,test,45.4637,9.18814,8,0,Many,45.59253
9291,/gpfs/scratch/hc4549/weather/9291/20140924_111529.jpg,47,test,45.4637,9.18814,9,9,Many,42.19356
11331,/gpfs/scratch/hc4549/weather/11331/20140624_224124.jpg,47,test,49.8913166228,10.8876793889,6,22,Many,46.703182
9112,/gpfs/scratch/hc4549/weather/9112/20130921_184919.jpg,47,test,51.1982158268,6.69254670304,9,18,Many,47.757187
9291,/gpfs/scratch/hc4549/weather/9291/20140824_021522.jpg,47,test,45.4637,9.18814,8,0,Many,45.59253
9112,/gpfs/scratch/hc4549/weather/9112/20131028_094924.jpg,47,test,51.1982158268,6.69254670304,10,9,Many,41.12794
75,/gpfs/scratch/hc4549/weather/75/20140322_141259.jpg,47,test,33.2648176,-116.3834183,3,3,Many,37.758495
9291,/gpfs/scratch/hc4549/weather/9291/20140523_234536.jpg,47,test,45.4637,9.18814,5,2,Many,36.53265
11331,/gpfs/scratch/hc4549/weather/11331/20140809_004126.jpg,47,test,49.8913166228,10.8876793889,8,3,Many,44.934723
9291,/gpfs/scratch/hc4549/weather/9291/20140522_164525.jpg,47,test,45.4637,9.18814,5,19,Many,39.625275
9291,/gpfs/scratch/hc4549/weather/9291/20140307_161526.jpg,47,test,45.4637,9.18814,3,14,Many,32.827946
858,/gpfs/scratch/hc4549/weather/858/20140612_093258.jpg,47,test,64.856,-147.849,6,21,Many,45.254684
9291,/gpfs/scratch/hc4549/weather/9291/20140901_014530.jpg,47,test,45.4637,9.18814,9,4,Many,40.528553
11331,/gpfs/scratch/hc4549/weather/11331/20140421_154130.jpg,47,test,49.8913166228,10.8876793889,4,18,Many,42.63959
858,/gpfs/scratch/hc4549/weather/858/20140621_133258.jpg,47,test,64.856,-147.849,6,1,Many,41.39094
9291,/gpfs/scratch/hc4549/weather/9291/20140915_061523.jpg,47,test,45.4637,9.18814,9,4,Many,40.528553
9291,/gpfs/scratch/hc4549/weather/9291/20140427_141524.jpg,47,test,45.4637,9.18814,4,12,Many,37.749126
9291,/gpfs/scratch/hc4549/weather/9291/20140604_014521.jpg,47,test,45.4637,9.18814,6,4,Many,40.203484
11331,/gpfs/scratch/hc4549/weather/11331/20140714_031134.jpg,47,test,49.8913166228,10.8876793889,7,1,Many,46.24134
9112,/gpfs/scratch/hc4549/weather/9112/20131028_134920.jpg,47,test,51.1982158268,6.69254670304,10,13,Many,43.42342
11331,/gpfs/scratch/hc4549/weather/11331/20140910_094129.jpg,47,test,49.8913166228,10.8876793889,9,12,Many,45.933243
9291,/gpfs/scratch/hc4549/weather/9291/20140607_071529.jpg,47,test,45.4637,9.18814,6,5,Many,39.940197
11331,/gpfs/scratch/hc4549/weather/11331/20140708_124121.jpg,47,test,49.8913166228,10.8876793889,7,15,Many,52.310616
9291,/gpfs/scratch/hc4549/weather/9291/20140713_021534.jpg,47,test,45.4637,9.18814,7,0,Many,45.83065
9291,/gpfs/scratch/hc4549/weather/9291/20141008_154520.jpg,47,test,45.4637,9.18814,10,18,Many,40.348476
9291,/gpfs/scratch/hc4549/weather/9291/20140730_231525.jpg,47,test,45.4637,9.18814,7,0,Many,45.83065
9291,/gpfs/scratch/hc4549/weather/9291/20140705_041521.jpg,47,test,45.4637,9.18814,7,2,Many,44.519344
9291,/gpfs/scratch/hc4549/weather/9291/20140618_054528.jpg,47,test,45.4637,9.18814,6,8,Many,41.893906
11331,/gpfs/scratch/hc4549/weather/11331/20140906_014120.jpg,47,test,49.8913166228,10.8876793889,9,4,Many,41.489956
9291,/gpfs/scratch/hc4549/weather/9291/20140930_101529.jpg,47,test,45.4637,9.18814,9,8,Many,41.15429
